1110100 - Hammer-Head - 1 - 500 - 250 - hpp,66; 
3060506 - SpectrePadGUN(+3) - 67 - 22300 - 22300 - hpp,50; 
3060507 - SpectrePadTG(+1) - 68 - 13800 - 13800 - hpp,50; transgauge,96; 
3060508 - SpectrePadTG(+2) - 68 - 14400 - 14400 - hpp,50; transgauge,108; 
3060509 - SpectrePadTG(+3) - 68 - 16000 - 16000 - hpp,50; transgauge,138; 
3060600 - Scapular - 80 - 48000 - 24000 - hpp,60; 
3060601 - ScapularTD(+1) - 76 - 14000 - 14000 - hpp,60; 
3060602 - ScapularTD(+2) - 76 - 14000 - 14000 - hpp,60; 
3060603 - ScapularTD(+3) - 76 - 15000 - 15000 - hpp,60; 
3060604 - ScapularGUN(+1) - 77 - 22000 - 22000 - hpp,60; 
3060605 - ScapularGUN(+2) - 77 - 23000 - 23000 - hpp,60; 
3060606 - ScapularGUN(+3) - 77 - 26000 - 26000 - hpp,60; 
3060607 - ScapularTG(+1) - 78 - 16000 - 16000 - hpp,60; transgauge,111; 
3060608 - ScapularTG(+2) - 78 - 17000 - 17000 - hpp,60; transgauge,123; 
3060609 - ScapularTG(+3) - 78 - 19000 - 19000 - hpp,60; transgauge,153; 
3060700 - Tri-Plater - 90 - 60000 - 30000 - hpp,70; 
3060701 - Tri-PlaterTD(+1) - 86 - 17000 - 17000 - hpp,70; 
3060702 - Tri-PlaterTD(+2) - 86 - 18000 - 18000 - hpp,70; 
3060703 - Tri-PlaterTD(+3) - 86 - 19000 - 19000 - hpp,70; 
3060704 - Tri-PlaterGUN(+1) - 87 - 27000 - 27000 - hpp,70; 
3060705 - Tri-PlaterGUN(+2) - 87 - 28000 - 28000 - hpp,70; 
3060706 - Tri-PlaterGUN(+3) - 87 - 31000 - 31000 - hpp,70; 
3060707 - Tri-PlaterTG(+1) - 88 - 20000 - 20000 - hpp,70; transgauge,126; 
3060708 - Tri-PlaterTG(+2) - 88 - 21000 - 21000 - hpp,70; transgauge,138; 
3060709 - Tri-PlaterTG(+3) - 88 - 22000 - 22000 - hpp,70; transgauge,168; 
3060800 - BroadArm - 1 - 2 - 1 - 
3060900 - OgrePak - 1 - 2 - 1 - 
3061000 - OverGuard - 1 - 2 - 1 - 
3061100 - DarkProtector - 1 - 2 - 1 - 
3061200 - OmniKeeper - 1 - 2 - 1 - 
3061300 - Santashoulder - 1 - 1500 - 150 - hpp,50; 
3041108 - Titanium-Wing - 1 - 0 - 0 - speed,65; 
3041208 - Jetpack-Wing - 1 - 0 - 0 - speed,65; 
3041308 - Heliblade-Wing - 1 - 0 - 0 - speed,65; 
3041109 - Titanium-Wing - 1 - 0 - 0 - speed,65; 
3041209 - Jetpack-Wing - 1 - 0 - 0 - speed,65; 
3041309 - Heliblade-Wing - 1 - 0 - 0 - speed,65; 
3040101 - Delta-Wing - 1 - 0 - 860 - speed,65; 
3040201 - Armored-Wing - 1 - 0 - 860 - speed,65; 
3040301 - JointTail - 1 - 0 - 860 - speed,65; 
3041101 - Titanium-Wing - 1 - 0 - 860 - speed,65; 
3041201 - Jetpack-Wing - 1 - 0 - 790 - speed,65; 
3041301 - Heliblade-Wing - 1 - 0 - 710 - speed,65; 
3041401 - Steambooster-Wing - 1 - 0 - 930 - speed,65; 
3041601 - Delta-Rocket-Wing - 1 - 0 - 1000 - speed,65; 
3041701 - TankBooster - 1 - 0 - 860 - speed,65; 
3041801 - Megabat-Wing - 1 - 0 - 930 - speed,65; 
3041901 - Resistance - 1 - 0 - 860 - speed,65; 
3040102 - Delta-Wing - 1 - 0 - 330 - speed,65; 
3040202 - Armored-Wing - 1 - 0 - 330 - speed,65; 
3040302 - JointTail - 1 - 0 - 330 - speed,65; 
3041102 - Titanium-Wing - 1 - 0 - 330 - speed,65; 
3041202 - Jetpack-Wing - 1 - 0 - 300 - speed,65; 
3041302 - Heliblade-Wing - 1 - 0 - 270 - speed,65; 
3041402 - Steambooster-Wing - 1 - 0 - 370 - speed,65; 
3041602 - Delta-Rocket-Wing - 1 - 0 - 400 - speed,65; 
3041702 - TankBooster - 1 - 0 - 330 - speed,65; 
3041802 - Megabat-Wing - 1 - 0 - 370 - speed,65; 
3041902 - Resistance - 1 - 0 - 330 - speed,65; 
3040100 - Delta-Wing(Drop) - 15 - 0 - 0 - speed,50; 
3040200 - Armored-Wing(Drop) - 15 - 0 - 0 - speed,50; 
3040300 - JointTail(Drop) - 15 - 0 - 0 - speed,50; 
3041100 - Titanium-Wing(Drop) - 15 - 0 - 0 - speed,50; 
3041200 - Jetpack-Wing(Drop) - 15 - 0 - 0 - speed,50; 
3041300 - Heliblade-Wing(Drop) - 15 - 0 - 0 - speed,50; 
3041400 - Steambooster-Wing(Drop) - 15 - 0 - 0 - speed,50; 
3041600 - Delta-Rocket-Wing(Drop) - 15 - 0 - 0 - speed,50; 
3041700 - TankBooster(Drop) - 15 - 0 - 0 - speed,50; 
3041800 - Megabat-Wing(Drop) - 15 - 0 - 0 - speed,50; 
3041900 - Resistance(Drop) - 15 - 0 - 0 - speed,50; 
3041500 - SpecialWing - 1 - 10 - 10 - speed,50; 
3041501 - SpecialWing - 1 - 10 - 10 - speed,50; 
3042000 - ChomperFins - 1 - 0 - 0 - speed,65; 
3042001 - ChomperFins - 1 - 0 - 1140 - crit,75; speed,65; 
3042002 - ChomperFins - 1 - 0 - 1140 - evade,75; speed,65; 
3042003 - ChomperFins - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042004 - ChomperFins - 1 - 0 - 450 - crit,75; speed,65; 
3042005 - ChomperFins - 1 - 0 - 450 - evade,75; speed,65; 
3042006 - ChomperFins - 1 - 0 - 450 - spectrans,100; speed,65; 
3042007 - ChomperFins - 1 - 0 - 100 - crit,75; speed,65; 
3042008 - ChomperFins - 1 - 0 - 100 - evade,75; speed,65; 
3042009 - ChomperFins - 1 - 0 - 100 - spectrans,100; speed,65; 
3042100 - ManaWing - 1 - 0 - 0 - speed,65; 
3042101 - ManaWing - 1 - 0 - 1140 - crit,75; speed,65; 
3042102 - ManaWing - 1 - 0 - 1140 - evade,75; speed,65; 
3042103 - ManaWing - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042104 - ManaWing - 1 - 0 - 450 - crit,75; speed,65; 
3042105 - ManaWing - 1 - 0 - 450 - evade,75; speed,65; 
3042106 - ManaWing - 1 - 0 - 450 - spectrans,100; speed,65; 
3042107 - ManaWing - 1 - 0 - 100 - crit,75; speed,65; 
3042108 - ManaWing - 1 - 0 - 100 - evade,75; speed,65; 
3042109 - ManaWing - 1 - 0 - 100 - spectrans,100; speed,65; 
3042200 - DracoWing - 1 - 0 - 0 - speed,65; 
3042201 - DracoWing - 1 - 0 - 1140 - crit,75; speed,65; 
3042202 - DracoWing - 1 - 0 - 1140 - evade,75; speed,65; 
3042203 - DracoWing - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042204 - DracoWing - 1 - 0 - 450 - crit,75; speed,65; 
3042205 - DracoWing - 1 - 0 - 450 - evade,75; speed,65; 
3042206 - DracoWing - 1 - 0 - 450 - spectrans,100; speed,65; 
3042207 - DracoWing - 1 - 0 - 100 - crit,75; speed,65; 
3042208 - DracoWing - 1 - 0 - 100 - evade,75; speed,65; 
3042209 - DracoWing - 1 - 0 - 100 - spectrans,100; speed,65; 
3042300 - Tangler - 1 - 0 - 0 - speed,65; 
3042301 - Tangler - 1 - 0 - 1140 - crit,75; speed,65; 
3042302 - Tangler - 1 - 0 - 1140 - evade,75; speed,65; 
3042303 - Tangler - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042304 - Tangler - 1 - 0 - 450 - crit,75; speed,65; 
3042305 - Tangler - 1 - 0 - 450 - evade,75; speed,65; 
3042306 - Tangler - 1 - 0 - 450 - spectrans,100; speed,65; 
3042307 - Tangler - 1 - 0 - 100 - crit,75; speed,65; 
3042308 - Tangler - 1 - 0 - 100 - evade,75; speed,65; 
3042309 - Tangler - 1 - 0 - 100 - spectrans,100; speed,65; 
3042400 - CrawlerWing - 1 - 0 - 0 - speed,65; 
3042401 - CrawlerWing - 1 - 0 - 1140 - crit,75; speed,65; 
3042402 - CrawlerWing - 1 - 0 - 1140 - evade,75; speed,65; 
3042403 - CrawlerWing - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042404 - CrawlerWing - 1 - 0 - 450 - crit,75; speed,65; 
3042405 - CrawlerWing - 1 - 0 - 450 - evade,75; speed,65; 
3042406 - CrawlerWing - 1 - 0 - 450 - spectrans,100; speed,65; 
3042407 - CrawlerWing - 1 - 0 - 100 - crit,75; speed,65; 
3042408 - CrawlerWing - 1 - 0 - 100 - evade,75; speed,65; 
3042409 - CrawlerWing - 1 - 0 - 100 - spectrans,100; speed,65; 
3042500 - DragoonAer - 1 - 0 - 0 - speed,65; 
3042501 - DragoonAer - 1 - 0 - 1140 - crit,75; speed,65; 
3042502 - DragoonAer - 1 - 0 - 1140 - evade,75; speed,65; 
3042503 - DragoonAer - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042504 - DragoonAer - 1 - 0 - 450 - crit,75; speed,65; 
3042505 - DragoonAer - 1 - 0 - 450 - evade,75; speed,65; 
3042506 - DragoonAer - 1 - 0 - 450 - spectrans,100; speed,65; 
3042507 - DragoonAer - 1 - 0 - 100 - crit,75; speed,65; 
3042508 - DragoonAer - 1 - 0 - 100 - evade,75; speed,65; 
3042509 - DragoonAer - 1 - 0 - 100 - spectrans,100; speed,65; 
3042600 - Titan - 1 - 0 - 0 - speed,65; 
3042601 - Titan - 1 - 0 - 1140 - crit,75; speed,65; 
3042602 - Titan - 1 - 0 - 1140 - evade,75; speed,65; 
3042603 - Titan - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042604 - Titan - 1 - 0 - 450 - crit,75; speed,65; 
3042605 - Titan - 1 - 0 - 450 - evade,75; speed,65; 
3042606 - Titan - 1 - 0 - 450 - spectrans,100; speed,65; 
3042607 - Titan - 1 - 0 - 100 - crit,75; speed,65; 
3042608 - Titan - 1 - 0 - 100 - evade,75; speed,65; 
3042609 - Titan - 1 - 0 - 100 - spectrans,100; speed,65; 
3042700 - Stripes-Cloak - 1 - 0 - 0 - speed,65; 
3042701 - Stripes-Cloak - 1 - 0 - 1140 - crit,75; speed,65; 
3042702 - Stripes-Cloak - 1 - 0 - 1140 - evade,75; speed,65; 
3042703 - Stripes-Cloak - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042704 - Stripes-Cloak - 1 - 0 - 450 - crit,75; speed,65; 
3042705 - Stripes-Cloak - 1 - 0 - 450 - evade,75; speed,65; 
3042706 - Stripes-Cloak - 1 - 0 - 450 - spectrans,100; speed,65; 
3042707 - Stripes-Cloak - 1 - 0 - 100 - crit,75; speed,65; 
3042708 - Stripes-Cloak - 1 - 0 - 100 - evade,75; speed,65; 
3042709 - Stripes-Cloak - 1 - 0 - 100 - spectrans,100; speed,65; 
3042800 - StripesTail - 1 - 0 - 0 - speed,65; 
3042801 - StripesTail - 1 - 0 - 1140 - crit,75; speed,65; 
3042802 - StripesTail - 1 - 0 - 1140 - evade,75; speed,65; 
3042803 - StripesTail - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042804 - StripesTail - 1 - 0 - 450 - crit,75; speed,65; 
3042805 - StripesTail - 1 - 0 - 450 - evade,75; speed,65; 
3042806 - StripesTail - 1 - 0 - 450 - spectrans,100; speed,65; 
3042807 - StripesTail - 1 - 0 - 100 - crit,75; speed,65; 
3042808 - StripesTail - 1 - 0 - 100 - evade,75; speed,65; 
3042809 - StripesTail - 1 - 0 - 100 - spectrans,100; speed,65; 
3042900 - Raptor - 1 - 0 - 0 - speed,65; 
3042901 - Raptor - 1 - 0 - 1140 - crit,75; speed,65; 
3042902 - Raptor - 1 - 0 - 1140 - evade,75; speed,65; 
3042903 - Raptor - 1 - 0 - 1140 - spectrans,100; speed,65; 
3042904 - Raptor - 1 - 0 - 450 - crit,75; speed,65; 
3042905 - Raptor - 1 - 0 - 450 - evade,75; speed,65; 
3042906 - Raptor - 1 - 0 - 450 - spectrans,100; speed,65; 
3042907 - Raptor - 1 - 0 - 100 - crit,75; speed,65; 
3042908 - Raptor - 1 - 0 - 100 - evade,75; speed,65; 
3042909 - Raptor - 1 - 0 - 100 - spectrans,100; speed,65; 
3043000 - Seraphim - 1 - 0 - 0 - speed,65; 
3043001 - Seraphim - 1 - 0 - 1140 - crit,75; speed,65; 
3043002 - Seraphim - 1 - 0 - 1140 - evade,75; speed,65; 
3043003 - Seraphim - 1 - 0 - 1140 - spectrans,100; speed,65; 
3043004 - Seraphim - 1 - 0 - 450 - crit,75; speed,65; 
3043005 - Seraphim - 1 - 0 - 450 - evade,75; speed,65; 
3043006 - Seraphim - 1 - 0 - 450 - spectrans,100; speed,65; 
3043007 - Seraphim - 1 - 0 - 100 - crit,75; speed,65; 
3043008 - Seraphim - 1 - 0 - 100 - evade,75; speed,65; 
3043009 - Seraphim - 1 - 0 - 100 - spectrans,100; speed,65; 
3043100 - 팬더Z윙 - 1 - 0 - 0 - speed,65; 
3043101 - 팬더Z윙 - 1 - 0 - 500 - crit,75; speed,65; 
3043102 - 팬더Z윙 - 1 - 0 - 500 - evade,75; speed,65; 
3043103 - 팬더Z윙 - 1 - 0 - 500 - spectrans,100; speed,65; 
3043104 - 팬더Z윙 - 1 - 0 - 230 - crit,75; speed,65; 
3043105 - 팬더Z윙 - 1 - 0 - 230 - evade,75; speed,65; 
3043106 - 팬더Z윙 - 1 - 0 - 230 - spectrans,100; speed,65; 
3043107 - 팬더Z윙 - 1 - 0 - 50 - crit,75; speed,65; 
3043108 - 팬더Z윙 - 1 - 0 - 50 - evade,75; speed,65; 
3043109 - 팬더Z윙 - 1 - 0 - 50 - spectrans,100; speed,65; 
3043200 - Candy - 1 - 0 - 0 - speed,65; 
3043201 - Candy - 1 - 0 - 1140 - crit,75; speed,65; 
3043202 - Candy - 1 - 0 - 1140 - evade,75; speed,65; 
3043203 - Candy - 1 - 0 - 1140 - spectrans,100; speed,65; 
3043204 - Candy - 1 - 0 - 450 - crit,75; speed,65; 
3043205 - Candy - 1 - 0 - 450 - evade,75; speed,65; 
3043206 - Candy - 1 - 0 - 450 - spectrans,100; speed,65; 
3043207 - Candy - 1 - 0 - 100 - crit,75; speed,65; 
3043208 - Candy - 1 - 0 - 100 - evade,75; speed,65; 
3043209 - Candy - 1 - 0 - 100 - spectrans,100; speed,65; 
3043400 - Scarab - 1 - 0 - 0 - speed,65; 
3043401 - Scarab - 1 - 0 - 1140 - crit,75; speed,65; 
3043402 - Scarab - 1 - 0 - 1140 - evade,75; speed,65; 
3043403 - Scarab - 1 - 0 - 1140 - spectrans,100; speed,65; 
3043404 - Scarab - 1 - 0 - 450 - crit,75; speed,65; 
3043405 - Scarab - 1 - 0 - 450 - evade,75; speed,65; 
3043406 - Scarab - 1 - 0 - 450 - spectrans,100; speed,65; 
3043407 - Scarab - 1 - 0 - 100 - crit,75; speed,65; 
3043408 - Scarab - 1 - 0 - 100 - evade,75; speed,65; 
3043409 - Scarab - 1 - 0 - 100 - spectrans,100; speed,65; 
3043500 - SpartanWings - 1 - 0 - 0 - speed,65; 
3043501 - SpartanWings - 1 - 0 - 1140 - crit,75; speed,65; 
3043502 - SpartanWings - 1 - 0 - 1140 - evade,75; speed,65; 
3043503 - SpartanWings - 1 - 0 - 1140 - spectrans,100; speed,65; 
3043504 - SpartanWings - 1 - 0 - 450 - crit,75; speed,65; 
3043505 - SpartanWings - 1 - 0 - 450 - evade,75; speed,65; 
3043506 - SpartanWings - 1 - 0 - 450 - spectrans,100; speed,65; 
3043507 - SpartanWings - 1 - 0 - 100 - crit,75; speed,65; 
3043508 - SpartanWings - 1 - 0 - 100 - evade,75; speed,65; 
3043509 - SpartanWings - 1 - 0 - 100 - spectrans,100; speed,65; 
3043600 - Trilobit - 1 - 0 - 0 - speed,65; 
3043601 - Trilobit - 1 - 0 - 1140 - crit,75; speed,65; 
3043602 - Trilobit - 1 - 0 - 1140 - evade,75; speed,65; 
3043603 - Trilobit - 1 - 0 - 1140 - spectrans,100; speed,65; 
3043604 - Trilobit - 1 - 0 - 450 - crit,75; speed,65; 
3043605 - Trilobit - 1 - 0 - 450 - evade,75; speed,65; 
3043606 - Trilobit - 1 - 0 - 450 - spectrans,100; speed,65; 
3043607 - Trilobit - 1 - 0 - 100 - crit,75; speed,65; 
3043608 - Trilobit - 1 - 0 - 100 - evade,75; speed,65; 
3043609 - Trilobit - 1 - 0 - 100 - spectrans,100; speed,65; 
3043700 - 크롬나이트윙 - 1 - 0 - 0 - speed,65; 
3043701 - 크롬나이트윙 - 1 - 0 - 500 - crit,75; speed,65; 
3043702 - 크롬나이트윙 - 1 - 0 - 500 - evade,75; speed,65; 
3043703 - 크롬나이트윙 - 1 - 0 - 500 - spectrans,100; speed,65; 
3043704 - 크롬나이트윙 - 1 - 0 - 230 - crit,75; speed,65; 
3043705 - 크롬나이트윙 - 1 - 0 - 230 - evade,75; speed,65; 
3043706 - 크롬나이트윙 - 1 - 0 - 230 - spectrans,100; speed,65; 
3043707 - 크롬나이트윙 - 1 - 0 - 50 - crit,75; speed,65; 
3043708 - 크롬나이트윙 - 1 - 0 - 50 - evade,75; speed,65; 
3043709 - 크롬나이트윙 - 1 - 0 - 50 - spectrans,100; speed,65; 
3043900 - Nitriss - 1 - 0 - 0 - speed,65; 
3043901 - Nitriss - 1 - 0 - 1140 - crit,75; speed,65; 
3043902 - Nitriss - 1 - 0 - 1140 - evade,75; speed,65; 
3043903 - Nitriss - 1 - 0 - 1140 - spectrans,100; speed,65; 
3043904 - Nitriss - 1 - 0 - 450 - crit,75; speed,65; 
3043905 - Nitriss - 1 - 0 - 450 - evade,75; speed,65; 
3043906 - Nitriss - 1 - 0 - 450 - spectrans,100; speed,65; 
3043907 - Nitriss - 1 - 0 - 100 - crit,75; speed,65; 
3043908 - Nitriss - 1 - 0 - 100 - evade,75; speed,65; 
3043909 - Nitriss - 1 - 0 - 100 - spectrans,100; speed,65; 
3044100 - Aerial - 1 - 0 - 0 - speed,65; 
3044101 - Aerial - 1 - 0 - 1140 - crit,75; speed,65; 
3044102 - Aerial - 1 - 0 - 1140 - evade,75; speed,65; 
3044103 - Aerial - 1 - 0 - 1140 - spectrans,100; speed,65; 
3044104 - Aerial - 1 - 0 - 450 - crit,75; speed,65; 
3044105 - Aerial - 1 - 0 - 450 - evade,75; speed,65; 
3044106 - Aerial - 1 - 0 - 450 - spectrans,100; speed,65; 
3044107 - Aerial - 1 - 0 - 100 - crit,75; speed,65; 
3044108 - Aerial - 1 - 0 - 100 - evade,75; speed,65; 
3044109 - Aerial - 1 - 0 - 100 - spectrans,100; speed,65; 
3044200 - JingleBellWing - 1 - 0 - 0 - speed,65; 
3044201 - JingleBellWing - 1 - 0 - 1140 - crit,75; speed,65; 
3044202 - JingleBellWing - 1 - 0 - 1140 - evade,75; speed,65; 
3044203 - JingleBellWing - 1 - 0 - 1140 - spectrans,100; speed,65; 
3044204 - JingleBellWing - 1 - 0 - 450 - crit,75; speed,65; 
3044205 - JingleBellWing - 1 - 0 - 450 - evade,75; speed,65; 
3044206 - JingleBellWing - 1 - 0 - 450 - spectrans,100; speed,65; 
3044207 - JingleBellWing - 1 - 0 - 100 - crit,75; speed,65; 
3044208 - JingleBellWing - 1 - 0 - 100 - evade,75; speed,65; 
3044209 - JingleBellWing - 1 - 0 - 100 - spectrans,100; speed,65; 
3044000 - SongokuCloudWings - 1 - 0 - 0 - speed,65; 
3044001 - SongokuCloudWings - 1 - 0 - 1140 - crit,75; speed,65; 
3044002 - SongokuCloudWings - 1 - 0 - 1140 - evade,75; speed,65; 
3044003 - SongokuCloudWings - 1 - 0 - 1140 - spectrans,100; speed,65; 
3044004 - SongokuCloudWings - 1 - 0 - 450 - crit,75; speed,65; 
3044005 - SongokuCloudWings - 1 - 0 - 450 - evade,75; speed,65; 
3044006 - SongokuCloudWings - 1 - 0 - 450 - spectrans,100; speed,65; 
3044007 - SongokuCloudWings - 1 - 0 - 100 - crit,75; speed,65; 
3044008 - SongokuCloudWings - 1 - 0 - 100 - evade,75; speed,65; 
3044009 - SongokuCloudWings - 1 - 0 - 100 - spectrans,100; speed,65; 
3044400 - ThunderWings - 1 - 0 - 0 - speed,65; 
3044401 - ThunderWings - 1 - 0 - 1140 - crit,75; speed,65; 
3044402 - ThunderWings - 1 - 0 - 1140 - evade,75; speed,65; 
3044403 - ThunderWings - 1 - 0 - 1140 - spectrans,100; speed,65; 
3044404 - ThunderWings - 1 - 0 - 450 - crit,75; speed,65; 
3044405 - ThunderWings - 1 - 0 - 450 - evade,75; speed,65; 
3044406 - ThunderWings - 1 - 0 - 450 - spectrans,100; speed,65; 
3044407 - ThunderWings - 1 - 0 - 100 - crit,75; speed,65; 
3044408 - ThunderWings - 1 - 0 - 100 - evade,75; speed,65; 
3044409 - ThunderWings - 1 - 0 - 100 - spectrans,100; speed,65; 
3044500 - 바우트레인져윙 - 1 - 0 - 0 - speed,65; 
3044501 - 바우트레인져윙 - 1 - 0 - 1140 - crit,75; speed,65; 
3044502 - 바우트레인져윙 - 1 - 0 - 1140 - evade,75; speed,65; 
3044503 - 바우트레인져윙 - 1 - 0 - 1140 - spectrans,100; speed,65; 
3044504 - 바우트레인져윙 - 1 - 0 - 450 - crit,75; speed,65; 
3044505 - 바우트레인져윙 - 1 - 0 - 450 - evade,75; speed,65; 
3044506 - 바우트레인져윙 - 1 - 0 - 450 - spectrans,100; speed,65; 
3044507 - 바우트레인져윙 - 1 - 0 - 100 - crit,75; speed,65; 
3044508 - 바우트레인져윙 - 1 - 0 - 100 - evade,75; speed,65; 
3044509 - 바우트레인져윙 - 1 - 0 - 100 - spectrans,100; speed,65; 
3045400 - GoldAngelWings - 1 - 0 - 0 - speed,65; 
3045401 - GoldAngelWings - 1 - 0 - 1140 - crit,75; speed,65; 
3045402 - GoldAngelWings - 1 - 0 - 1140 - evade,75; speed,65; 
3045403 - GoldAngelWings - 1 - 0 - 1140 - spectrans,100; speed,65; 
3045404 - GoldAngelWings - 1 - 0 - 450 - crit,75; speed,65; 
3045405 - GoldAngelWings - 1 - 0 - 450 - evade,75; speed,65; 
3045406 - GoldAngelWings - 1 - 0 - 450 - spectrans,100; speed,65; 
3045407 - GoldAngelWings - 1 - 0 - 100 - crit,75; speed,65; 
3045408 - GoldAngelWings - 1 - 0 - 100 - evade,75; speed,65; 
3045409 - GoldAngelWings - 1 - 0 - 100 - spectrans,100; speed,65; 
3045500 - GoldThunderWings - 1 - 0 - 0 - speed,65; 
3045501 - GoldThunderWings - 1 - 0 - 1140 - crit,75; speed,65; 
3045502 - GoldThunderWings - 1 - 0 - 1140 - evade,75; speed,65; 
3045503 - GoldThunderWings - 1 - 0 - 1140 - spectrans,100; speed,65; 
3045504 - GoldThunderWings - 1 - 0 - 450 - crit,75; speed,65; 
3045505 - GoldThunderWings - 1 - 0 - 450 - evade,75; speed,65; 
3045506 - GoldThunderWings - 1 - 0 - 450 - spectrans,100; speed,65; 
3045507 - GoldThunderWings - 1 - 0 - 100 - crit,75; speed,65; 
3045508 - GoldThunderWings - 1 - 0 - 100 - evade,75; speed,65; 
3045509 - GoldThunderWings - 1 - 0 - 100 - spectrans,100; speed,65; 
3070000 - 테스트캐쉬Flag1 - 1 - 1 - 1 - 
3070001 - 테스트캐쉬Flag1(대변공) - 1 - 1 - 1 - hpp,85; 
3070002 - 테스트캐쉬Flag1(대변방) - 1 - 1 - 1 - hpp,85; 
3070003 - 테스트캐쉬Flag1(모드전환) - 1 - 1 - 1 - hpp,85; 
3070100 - InvincibleFlag - 1 - 1 - 0 - hpp,85; 
3070101 - InvincibleFlag - 1 - 0 - 90 - hpp,85; 
3070102 - InvincibleFlag - 1 - 0 - 90 - hpp,85; 
3070103 - InvincibleFlag - 1 - 0 - 90 - hpp,85; 
3070104 - InvincibleFlag - 1 - 0 - 50 - hpp,85; 
3070105 - InvincibleFlag - 1 - 0 - 50 - hpp,85; 
3070106 - InvincibleFlag - 1 - 0 - 50 - hpp,85; 
3070107 - InvincibleFlag - 1 - 0 - 10 - hpp,85; 
3070108 - InvincibleFlag - 1 - 0 - 10 - hpp,85; 
3070109 - InvincibleFlag - 1 - 0 - 10 - hpp,85; 
9070101 - InvincibleFlag(Drop) - 35 - 0 - 0 - hpp,50; 
9070102 - InvincibleFlag(Drop) - 35 - 0 - 0 - hpp,50; 
9070103 - InvincibleFlag(Drop) - 35 - 0 - 0 - hpp,50; 
3070300 - TheDragon - 1 - 1 - 0 - hpp,85; 
3070301 - TheDragon - 1 - 0 - 90 - hpp,85; 
3070302 - TheDragon - 1 - 0 - 90 - hpp,85; 
3070303 - TheDragon - 1 - 0 - 90 - hpp,85; 
3070304 - TheDragon - 1 - 0 - 50 - hpp,85; 
3070305 - TheDragon - 1 - 0 - 50 - hpp,85; 
3070306 - TheDragon - 1 - 0 - 50 - hpp,85; 
3070307 - TheDragon - 1 - 0 - 10 - hpp,85; 
3070308 - TheDragon - 1 - 0 - 10 - hpp,85; 
3070309 - TheDragon - 1 - 0 - 10 - hpp,85; 
9070301 - TheDragon(Drop) - 35 - 0 - 0 - hpp,50; 
9070302 - TheDragon(Drop) - 35 - 0 - 0 - hpp,50; 
9070303 - TheDragon(Drop) - 35 - 0 - 0 - hpp,50; 
3070400 - AllStars - 1 - 1 - 0 - hpp,85; 
3070401 - AllStars - 1 - 0 - 90 - hpp,85; 
3070402 - AllStars - 1 - 0 - 90 - hpp,85; 
3070403 - AllStars - 1 - 0 - 90 - hpp,85; 
3070404 - AllStars - 1 - 0 - 50 - hpp,85; 
3070405 - AllStars - 1 - 0 - 50 - hpp,85; 
3070406 - AllStars - 1 - 0 - 50 - hpp,85; 
3070407 - AllStars - 1 - 0 - 10 - hpp,85; 
3070408 - AllStars - 1 - 0 - 10 - hpp,85; 
3070409 - AllStars - 1 - 0 - 10 - hpp,85; 
9070401 - AllStars - 0 - 1 - 0 - attmin,50; 
9070402 - AllStars - 0 - 1 - 0 - attmin,50; 
9070403 - AllStars - 0 - 1 - 0 - attmin,50; 
3070200 - TwinFish - 1 - 1 - 0 - hpp,85; 
3070201 - TwinFish - 1 - 0 - 70 - hpp,85; 
3070202 - TwinFish - 1 - 0 - 70 - hpp,85; 
3070203 - TwinFish - 1 - 0 - 70 - hpp,85; 
3070204 - TwinFish - 1 - 0 - 40 - hpp,85; 
3070205 - TwinFish - 1 - 0 - 40 - hpp,85; 
3070206 - TwinFish - 1 - 0 - 40 - hpp,85; 
3070207 - TwinFish - 1 - 0 - 10 - hpp,85; 
3070208 - TwinFish - 1 - 0 - 10 - hpp,85; 
3070209 - TwinFish - 1 - 0 - 10 - hpp,85; 
9070201 - TwinFish(Drop) - 35 - 0 - 0 - hpp,50; 
9070202 - TwinFish(Drop) - 35 - 0 - 0 - hpp,50; 
9070203 - TwinFish(Drop) - 35 - 0 - 0 - hpp,50; 
3071000 - Fire-Flag - 1 - 1 - 0 - hpp,85; 
3071001 - Fire-Flag - 1 - 0 - 90 - hpp,85; 
3071002 - Fire-Flag - 1 - 0 - 90 - hpp,85; 
3071003 - Fire-Flag - 1 - 0 - 90 - hpp,85; 
3071004 - Fire-Flag - 1 - 0 - 50 - hpp,85; 
3071005 - Fire-Flag - 1 - 0 - 50 - hpp,85; 
3071006 - Fire-Flag - 1 - 0 - 50 - hpp,85; 
3071007 - Fire-Flag - 1 - 0 - 10 - hpp,85; 
3071008 - Fire-Flag - 1 - 0 - 10 - hpp,85; 
3071009 - Fire-Flag - 1 - 0 - 10 - hpp,85; 
9071001 - Fire-Flag(Drop) - 35 - 0 - 0 - hpp,50; 
9071002 - Fire-Flag(Drop) - 35 - 0 - 0 - hpp,50; 
